type,adresse,prix,details,description,supplements
Vente Appartement,Saint-Cloud (92210),410.000 €,3 pièces 2 chambres 66 m² 6.212 € le m²,"Appartement proche de la gare de Garches d’une surface de 66.7 m², Lumineux, fenêtres double vitrage.

Au 1er étage lumineux en raison de son exposition et de la situation, sans ascenseur, dans petit immeuble de 4 étage quartier porte jaune, double exposition est/ouest.
Entrée, salon-salle à manger, cuisine séparée, 2 chambres, salle de bain, wc séparés.
Cave double au sous-sol, box parking fermé dans jardin.

Un grand jardin menant au parking fait partie des parties communes.
A 12 min à pied de la gare de Garches.

Charges de copropriété 2021 : 2 827,8 euros dont 639,59 euros pour le chauffage
Taxe foncière 2022 : 876 euros.

charges :
Garage / 6 tantièmes généraux
Cave / 2 tantièmes généraux
appartement 61 tantièmes généraux.

Chaudière au gaz pour la production d'eau chaude.",| Garches - Marnes-la-Coquette| Saint-Cloud| Parc de Saint-Cloud
Vente Maison,Paray-Vieille-Poste (91550),610.000 €,6 pièces 4 chambres 180 m² Terrain 380 m² 3.389 € le m²,"Maison sur sous-sol total garage, rez de chaussée 1er et grenier
Date de la construction 2001, chauffée au gaz, place parking sous-sol et cour.
Suite parentale rez de chaussée et 3 chambres environ 15m'
Jardin et terrasse devant et derrière
Alarme, domotique, vidéo, adoucisseur d'eau",| Athis-Mons - Porte de l'Essonne| Juvisy-sur-Orge| Aéroport d'Orly
Vente Appartement,Levallois-Perret (92300),740.000 €,4 pièces 3 chambres 76 m² 9.737 € le m²,"Bel appartement familial en bon état de 76 m2 au troisième étage d'un immeuble façade pierre de taille, avec le cachet et le charme de l'ancien (parquet, moulures plafond, cheminées) à 5 mn à pied du Métro Louise-Michel. au pied du parc Gustave Eiffel , tous commerces à proximité.

Très bien distribué avec de nombreux placards, traversant double exposition, Sud-est, Nord-ouest.
Grande cuisine et une chambre côté cour,
Deux chambres, salle manger côté rue, pouvant être transformées en une chambre et un grand salon- salle à manger
un wc séparé avec son lave main, une salle de bain.

Cave, local collectif vélos et poussettes.
Parties communes bon état.

Double vitrage, radiateurs, cuisinière au gaz.
digicode, interphone.
Charges de copropriétés 2400€/an
Taxe Foncière : 780€
DPE en cours ( noté E en 2005, GES , noté C).

!! Agence s'abstenir.",| Louise Michel| Anatole France| Porte de Champerret
Vente Appartement,Vincennes (94300),570.000 €,3 pièces 2 chambres 72 m² 7.917 € le m²,"Idéalement situé. Proximité immédiate du centre de Vincennes (Château / Parc) à quelques minutes. Proche de tous commerces, des écoles et de toutes commodités.

Situé dans un immeuble des années 1970 sécurisé par gardien, interphone et badge vigik. Au rez-de-chaussée sur 4 étages, avec cours commune et local à vélo.

Grand appartement 3 pièces de 72 m2, très lumineux et calme, il se compose d'une vaste entrée avec placards intégrés et desservant un séjour très clair, une cuisine aménagée indépendante, 2 chambres (dont une avec placard intégré), une salle d'eau avec douche et lavabo, un dressing ainsi qu'un wc indépendant.
Chauffage au gaz.
Double vitrage.
Parquet dans le séjour et les chambres, et carrelage dans l'entrée et la cuisine.

Une cave ainsi qu'une place de parking complètent ce bien.

Charge copropriété : 3000 E
Taxe foncière : 1582 E
DPE en cours",| Château de Vincennes| Fontenay-sous-Bois| Vincennes
Vente Appartement,Le Pecq (78230),375.000 €,4 pièces 2 chambres 74 m² 5.068 € le m²,"Le Pecq Mexique | Appartement 74 m² environ | 2 chambres | Cave | Ascenseur | Calme | Lumineux

Visite virtuelle disponible sur demande

Le Pecq Mexique – A 10 minutes à pied du RER A et 3 minutes à pied des commerces, dans une résidence avec ascenseur, appartement 3/4 pièces calme et lumineux de 74 m² environ avec cave.

Il se compose d'une grande pièce de vie de 38 m² environ comprenant un espace entrée/cuisine ouverte et un salon orienté Sud-Ouest, de 2 grandes chambres de 14 m² environ chacune, d'une salle de bains avec baignoire et de wc séparés. Une cave vient compléter ce bien.

Le salon-séjour et les 2 chambres sont exposées Sud-Ouest, la copropriété dispose d'un local à vélos. Appartement calme et lumineux, sans vis-à-vis, ne donnant pas sur un axe de circulation.

Transports – RER A Le Vésinet Le Pecq à 10 minutes à pied.

Commerces – Vous êtes à 3 minutes à pied de tous les commerces de première nécessité.

Écoles – Toute la carte scolaire jusqu'au collège est accessible à moins de 10 minutes à pied.

Environnement - Calme et sans vis-à-vis ne donnant pas sur un axe de circulation.

Parties communes – Résidence années 1930 avec ascenseur.

La présente annonce immobilière vise 1 lot principal situé dans une copropriété formant 45 lots au total ne faisant l'objet d'aucune procédure en cours et d'un montant de charges d'environ 269 euros par mois (soit 3228 euros annuel) déclaré par le vendeur. Honoraires d'agence à la charge du vendeur. Information d'affichage énergétique sur ce bien : classe Energie E indice 267 et classe Climat D indice 47.",| Le Vésinet - Le Pecq| Le Vésinet - Centre| Saint-Germain-en-Laye
Vente Appartement,Paris 11e (75011),965.000 €,3 pièces 2 chambres 78 m² 12.372 € le m²,"Quartier Sainte-Marguerite. Au cœur d’un secteur très prisé (restaurants, tous commerces, Marché d’Aligre).
A deux pas de la station « Faidherbe-Chaligny » (ligne 8) et nombreux bus.

Au sein d’un bel immeuble du 18ème siècle, calme, bien entretenu et sécurisé, au 2ème étage sur 5.

3 pièces traversant, charme de l’ancien, (77,04 loi carrez / 79,35 m2 au sol et très belle hauteur sous-plafond de 3 m), sans perte de place, et intégralement refait avec de très beaux matériaux. Il comprend :

Une spacieuse et lumineuse pièce de vie Plein sud de 36 m2 (parquet de chêne point de Hongrie, cheminée et verrières Grésillon), une cuisine toute équipée, salle de bain et WC séparés (carrelages Emery & Cie), deux chambres et de très très nombreux rangements.

Chauffage individuel au gaz, double vitrage.
Très bon état. Aucun travaux à prévoir. Faibles charges.

Une cave complète ce bien.

Charges copropriété : 1500 € / an
Taxe foncière : 780 €

Visites à partir du samedi 15 octobre.

DPE : D & D",| Faidherbe - Chaligny| Ledru-Rollin| Faidherbe
Vente Appartement,Paris 18e (75018),100.000 €,1 pièce 10 m²,"Studette toute équipée de 10,58 m2, idéalement située en plein cœur de la Butte Montmartre.
Premier étage sur cour intérieure pavée.
- Porte fenêtre
- Salle de douche et vrai wc séparés
- Ballon d'eau chaude changé en 2021
- Cuisinette équipée
- VMC
- Charges annuelles 2021 485 €
- Foncier 2021 154 €
Actuellement louée meublée (bail d'un an prenant fin au 31/08/2023) 520 €/ mois charges comprises.
Idéal investissement ou futur pied à terre.",
Vente Appartement,Issy-les-Moulineaux (92130),328.000 €,2 pièces 1 chambre 42 m² 7.810 € le m²,"Appartement 2 pièces de 42,90 m² loi Carrez, au rez-de-chaussée dans une belle copropriété. Comprenant une entrée avec placard, une cuisine ouverte sur séjour, une chambre, une salle d'eau et deux caves en sous-sol. Habitable en l'état, calme et lumineux avec chauffage collectif.

A 5 minutes du Métro Mairie d'Issy ligne 12.

Chaudière collective neuf remplacé en 2021 et la réfection de la toiture est en cours (voté et payé)
Charges mensuelles 146€. Taxes foncières: 372€

Agences s'abstenir.",| Mairie d'Issy| Jacques Henri Lartigue| Issy
Vente Appartement,Paris 19e (75019),570.000 €,3 pièces 2 chambres 69 m² 8.261 € le m²,"Rare. Appartement 69 m2 terrasse 18 m2 véranda autorisée.
Rez-de-jardin sur jardin privatif. Très calme.
3 pièces 2 chambres. Cave et parking inclus. Résidence Les Eiders - Sécurisée et familiale (crèche maternelle dans la résidence).

Peut convenir à une profession libérale (rez-de-jardin).

Prix 570.000 €",| Crimée| Corentin Cariou| Rosa Parks
Vente Maison,Ormesson-sur-Marne (94490),614.900 €,7 pièces 4 chambres 160 m² Terrain 465 m²,"Maison indépendante de construction traditionnelle de 1965, élevée sur un sous sol chauffé de 85m2, semi enterré avec fenêtres et volets roulants électriques, peut contenir trois voitures cave et débarras, rez de chaussée entrée, grand séjour en L de 37m2, cuisine équipée ouverte de 10m2, donnant accès à la terrasse, une chambre de 12 m2 coté jardin, grande salle de bain, douche et wc, à l'étage le palier dessert deux chambres de 11 et 12 m2 plus placards intégrés, salon de 24 m2, chaleureux avec cheminée, salle de bains avec wc, buanderie ou bureau avec placards.

Double vitrage bois et pvc, volets roulants baies vitrées, système d'alarme, chaudière au gaz, (consommation annuelle des trois dernières années gaz 1973,00 €) sur un terrain de 465 m2.

Quartier calme et recherché situé proche du château, des écoles,commerces, marché, bus à pied qui rejoint le RER A Sucy et la Varennes.",| La Varenne - Chennevières| Sucy - Bonneuil| Champigny
Vente Appartement,Corbeil-Essonnes (91100),129.500 €,2 pièces 1 chambre 43 m² 3.012 € le m²,"Beau F2 assez lumineux. Proche toutes commodités (commerces, écoles, arrêt de bus, etc). Ce F2 est composé d'une cuisine meublée, un beau séjour, une suite parentale, salle de bain avec baignoire, toilettes indépendants avec lave mains. Grands placards de rangements. Une belle occasion à saisir.",| Essonnes - Robinson| Corbeil-Essonnes| Moulin-Galant
Vente Appartement,Puteaux (92800),770.000 €,3 pièces 2 chambres 86 m² 8.953 € le m²,"Eco Quartier Les Bergères

À proximité immédiate de Suresnes, de tous les commerces de proximité, de parcs d'enfants, de crèches et d'écoles.

L'appartement se situe à 10 minutes à pieds de La Défense et du centre ville du Vieux Puteaux.

Les amateurs de nature seront gâtés avec le Parc du Mont Valérien à 10 minutes à pieds, le Château de Bagatelle et le Bois de Boulogne à 10 minute en voiture. Etant Putéoliens, vous aurez accès au centre sportif de l'île de Puteaux, incluant sa belle piscine intérieure et extérieure.

Transport :
* Bus 141 et 360 (à 2 minutes à pied)
* Tram T2 (à 7 minutes à pied)
* Train L et U (à 7 minutes à pied)
* Métro ligne 1 et RER A (à 10 minutes à pied)

Appartement en duplex au 6ème et dernier étage. Calme absolu, particulièrement bien agencé, et très lumineux ( baies vitrées dans toutes les pièces), il fait 86 m2, avec 2 chambres, 1 bureau ou dressing, 1 salle d'eau, 2 wc, 1 cave et 1 box / parking. Nombreux rangements.

La cuisine est entièrement équipée avec un four, un four à micro-ondes, des plaques de cuisson à induction, un réfrigérateur Américain (distributeur d'eau et de glaçons), un lave-vaisselle et une cave à vins.

Buanderie comprenant machine à laver et sèche-linge.

Chauffage et gaz individuel . La chaudière a été remplacée en 2021.

Appartement équipé de la fibre optique.

Charges : EUR 675 par trimestre / Taxes foncières : EUR 1,069

Coup de cœur assuré pour les amateurs de luminosité, belles vues et de calme.",| Puteaux| Belvédère| Suresnes-Mont-Valérien
Vente Maison,Morainvilliers (78630),650.000 €,7 pièces 4 chambres 176 m² Terrain 384 m² 3.693 € le m²,"Maison atypique pleine de charme a deux pas de la foret et de la nature en très bon état à 2min du centre d'Orgeval au calme.

Jardin aménagé de 384m² sans vis-à-vis
4 chambres dont : 1 parentale avec salle de bains et climatisée,
Un bureau ou chambre enfant, deux autres chambres
Une buanderie
Une place de parking extérieur et un garage
Une cave voûtée saine
Une pièce de vie cuisine américaine et salle à manger
Un salon donnant sur la terrasse et le jardin
Une salle d'eau avec douche à l'italienne.

Un studio indépendant de 16m² pouvant être loué ou pour jeune fille au pair avec salle d'eau et cuisine aménagée.

Accès direct A14 et A13.
Train Villennes sur Seine et Poissy à 10 min
Écoles maternelle et élémentaire 3 min à pied",| Villennes-sur-Seine| Vernouillet - Verneuil| Triel-sur-Seine
Vente Appartement,Boulogne-Billancourt (92100),679.000 €,3 pièces 2 chambres 68 m² 9.985 € le m²,"Boulogne Nord - Escudier - quartier recherché - au calme. Idéalement situé à proximité immédiate des commerces, du marché Escudier, du métro Boulogne Jean Jaurès (ligne 10), crèches et bonnes écoles.

Immeuble de standing construit en 2019 de 3 étages, petite copropriété de 10 lots.
Beau Duplex entièrement neuf de 3 pièces, situé au rez-de-chaussée et 1er étage, avec :
- Entrée indépendante sur rue telle une maison mitoyenne
- Rez-de-chaussée de 23m2 avec une chambre de 15m2 + un dressing de 2,5m2 + une salle de bain de 5m2 avec baignoire + douche + double vasque + wc
- 1er étage de 45m2 avec un salon de 25m2 + une cuisine de 5m5 + wc avec lave-mains + une chambre de 10m2 avec un dressing attenant de 2m2 + une salle d'eau attenante de 1,5m2 avec douche et lavabo.
- une cave en sous-sol saine et sécurisée de 4m2.

Logement économe en énergie.
Chauffage au sol individuel et réversible (rafraîchissement l'été).
Charges mensuelles : 150€ comprenant chauffage, eau froide, entretien des parties communes.
Électricité : 30€ /mois.
Orientation : Nord Ouest.
Aucuns travaux de rénovation appartement et immeuble à prévoir.
Appartement disponible immédiatement.
Agences s'abstenir.",| Boulogne - Jean Jaurès| Boulogne - Pont de Saint-Cloud (Rhin et Danube)| Marcel Sembat
Vente Maison,Fontainebleau (77300),660.000 €,5 pièces 4 chambres 97 m² Terrain 127 m² 6.804 € le m²,"Sous Compromis

Idéalement située, cœur de ville, environnement prisé, école, collège, lycée transports, château de Fontainebleau à 5 minutes.

Maison atypique de 97,17 m2 (Carrez et 116,74m² au sol), au sein d'une copropriété, sur jardin agréable et très calme, très bien entretenu, et sans vis-à-vis de 127 m2 avec terrasse .
Elle se compose sur trois niveaux :

- Au rez-de-chaussée : l'entrée donne sur un couloir avec de nombreux rangements intégrés,
desservant d'un côté la pièce de vie très lumineuse avec de grandes baies vitrées (portes fenêtres) donnant sur jardin/terrasse, une salle d'eau avec douche et wc.
De l'autre côté, la une grande pièce avec espace salle à manger ouvert sur cuisine équipée.

- Au premier niveau : l'escalier donne sur un petit couloir et desservant deux chambres communicantes, une salle d'eau avec douche et wc.

- Au dernier niveau : un bureau communicant avec la dernière chambre sous combles avec de nombreux rangements.

Trois modes de chauffage : électricité, gaz et poêle à granule. Double vitrage.
Possibilité de stationnement devant l'immeuble.



Taxe foncière : 1568 E",| Fontainebleau - Avon| Vulaines-sur-Seine - Samoreau| Thomery
